toxicite,surface-chapeau,ecchymoses,attache-lamelles,taille-lamelles,forme-pied,surface-pied-sur-anneau,couleur-pied-sur-anneau,couleur-voile,type-anneau,population
toxique,écaillée,non,libre,large,élargissant,soyeuse,cannelle,blanc,aucun,clairsemée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,orange,pendant,clairsemée
toxique,lisse,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
comestible,lisse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,nombreuse
comestible,fibreuse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,dispersée
comestible,fibreuse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,dispersée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,orange,pendant,variée
toxique,écaillée,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,brun,pendant,variée
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,variée
toxique,écaillée,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
comestible,lisse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,dispersée
toxique,lisse,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
comestible,lisse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,dispersée
toxique,écaillée,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,orange,pendant,clairsemée
toxique,lisse,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,brun,pendant,variée
comestible,fibreuse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,nombreuse
comestible,fibreuse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,nombreuse
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,brun,pendant,variée
toxique,lisse,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
comestible,lisse,non,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
toxique,écaillée,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
comestible,fibreuse,non,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
toxique,lisse,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
comestible,lisse,non,libre,large,élargissant,écaillée,brun,blanc,pendant,solitaire
toxique,lisse,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
comestible,lisse,non,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
toxique,écaillée,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
comestible,fibreuse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,nombreuse
toxique,écaillée,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
comestible,fibreuse,non,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
toxique,écaillée,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
comestible,fibreuse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,dispersée
comestible,lisse,non,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,lisse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,dispersée
toxique,écaillée,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
comestible,lisse,non,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
toxique,lisse,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
comestible,lisse,non,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
toxique,écaillée,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,variée
toxique,lisse,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,élargissant,écaillée,jaune,jaune,évasé,clairsemée
toxique,écaillée,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,solitaire
toxique,lisse,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
comestible,fibreuse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,dispersée
toxique,lisse,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
comestible,fibreuse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,nombreuse
comestible,lisse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,nombreuse
toxique,écaillée,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,orange,pendant,clairsemée
toxique,écaillée,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
comestible,lisse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,dispersée
toxique,lisse,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,brun,pendant,variée
toxique,lisse,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
comestible,fibreuse,non,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,lisse,non,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
toxique,lisse,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
comestible,lisse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,dispersée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,orange,pendant,clairsemée
toxique,lisse,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,orange,pendant,variée
comestible,fibreuse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,dispersée
comestible,lisse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,nombreuse
toxique,écaillée,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
toxique,écaillée,non,libre,large,élargissant,soyeuse,cannelle,blanc,aucun,clairsemée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,brun,pendant,clairsemée
toxique,lisse,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
comestible,lisse,non,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,lisse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,dispersée
comestible,fibreuse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,nombreuse
comestible,fibreuse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,nombreuse
comestible,fibreuse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,nombreuse
toxique,écaillée,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
comestible,lisse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,dispersée
comestible,lisse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,dispersée
comestible,fibreuse,non,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,brun,pendant,clairsemée
toxique,écaillée,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,orange,pendant,variée
comestible,fibreuse,non,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
toxique,lisse,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
comestible,fibreuse,non,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
toxique,écaillée,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,orange,pendant,clairsemée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,orange,pendant,variée
toxique,écaillée,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
comestible,lisse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,dispersée
toxique,écaillée,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,variée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,brun,pendant,variée
toxique,lisse,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
comestible,fibreuse,non,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
toxique,écaillée,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
comestible,fibreuse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,dispersée
toxique,lisse,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
comestible,lisse,non,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
toxique,écaillée,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
comestible,lisse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,nombreuse
toxique,écaillée,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,brun,pendant,variée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,brun,pendant,variée
toxique,lisse,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,brun,pendant,clairsemée
toxique,lisse,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
comestible,fibreuse,non,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,orange,pendant,variée
toxique,lisse,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,orange,pendant,variée
comestible,écaillée,non,libre,large,élargissant,écaillée,brun,blanc,pendant,solitaire
toxique,écaillée,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,solitaire
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,variée
toxique,écaillée,non,libre,étroit,élargissant,écaillée,jaune,jaune,évasé,clairsemée
toxique,lisse,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
toxique,écaillée,non,adhérent,large,élargissant,soyeuse,cannelle,blanc,aucun,clairsemée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,brun,pendant,variée
toxique,lisse,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
comestible,lisse,non,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
toxique,lisse,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
toxique,écaillée,non,libre,large,élargissant,soyeuse,cannelle,blanc,aucun,clairsemée
toxique,lisse,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,orange,pendant,clairsemée
comestible,écaillée,non,libre,large,élargissant,écaillée,brun,blanc,pendant,solitaire
toxique,lisse,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
comestible,lisse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,dispersée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,variée
toxique,lisse,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,brun,pendant,clairsemée
comestible,fibreuse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,nombreuse
comestible,fibreuse,non,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
toxique,lisse,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
toxique,écaillée,non,adhérent,large,élargissant,soyeuse,cannelle,blanc,aucun,clairsemée
toxique,écaillée,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,brun,pendant,clairsemée
toxique,lisse,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
comestible,fibreuse,non,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,brun,pendant,variée
toxique,écaillée,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,élargissant,écaillée,jaune,jaune,évasé,clairsemée
comestible,lisse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,nombreuse
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,orange,pendant,clairsemée
toxique,lisse,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
comestible,fibreuse,non,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,fibreuse,non,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,brun,pendant,clairsemée
comestible,lisse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,nombreuse
comestible,lisse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,nombreuse
comestible,fibreuse,non,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,fibreuse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,nombreuse
toxique,lisse,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
comestible,fibreuse,non,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,lisse,non,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
toxique,lisse,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,orange,pendant,variée
toxique,lisse,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
comestible,lisse,non,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,orange,pendant,variée
comestible,lisse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,nombreuse
toxique,lisse,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,orange,pendant,variée
toxique,lisse,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
comestible,fibreuse,non,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
toxique,écaillée,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
comestible,lisse,non,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
toxique,lisse,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
comestible,lisse,non,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,lisse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,dispersée
toxique,écaillée,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
comestible,lisse,non,libre,large,élargissant,écaillée,brun,blanc,pendant,solitaire
toxique,lisse,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,orange,pendant,variée
comestible,fibreuse,non,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
toxique,lisse,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,orange,pendant,clairsemée
toxique,écaillée,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
comestible,lisse,non,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,orange,pendant,clairsemée
toxique,écaillée,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
comestible,lisse,non,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
toxique,écaillée,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
comestible,lisse,non,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
toxique,écaillée,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
toxique,écaillée,non,adhérent,large,élargissant,soyeuse,cannelle,blanc,aucun,clairsemée
toxique,lisse,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
comestible,fibreuse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,dispersée
toxique,lisse,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
toxique,écaillée,non,libre,large,élargissant,soyeuse,cannelle,blanc,aucun,clairsemée
toxique,écaillée,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,brun,pendant,clairsemée
toxique,lisse,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
comestible,fibreuse,non,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,fibreuse,non,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,orange,pendant,variée
toxique,écaillée,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,brun,pendant,clairsemée
comestible,lisse,non,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
toxique,lisse,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
comestible,lisse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,nombreuse
comestible,lisse,non,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
toxique,écaillée,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
toxique,écaillée,non,libre,large,élargissant,soyeuse,cannelle,blanc,aucun,clairsemée
toxique,écaillée,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
comestible,fibreuse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,dispersée
toxique,écaillée,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,brun,pendant,variée
toxique,écaillée,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,brun,pendant,variée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,brun,pendant,variée
comestible,lisse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,nombreuse
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,orange,pendant,clairsemée
toxique,écaillée,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,brun,pendant,variée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,orange,pendant,clairsemée
toxique,écaillée,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,orange,pendant,clairsemée
toxique,lisse,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
comestible,fibreuse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,nombreuse
toxique,écaillée,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,orange,pendant,variée
toxique,lisse,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
comestible,lisse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,dispersée
comestible,lisse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,dispersée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,brun,pendant,variée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,brun,pendant,clairsemée
toxique,écaillée,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
comestible,fibreuse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,nombreuse
toxique,lisse,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
comestible,lisse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,nombreuse
toxique,lisse,non,libre,étroit,effilé,lisse,rose,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
comestible,fibreuse,non,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,orange,pendant,clairsemée
comestible,lisse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,nombreuse
toxique,lisse,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
toxique,lisse,non,libre,étroit,effilé,lisse,blanc,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
toxique,écaillée,non,libre,étroit,effilé,soyeuse,rose,blanc,évasé,variée
comestible,lisse,non,adhérent,large,élargissant,lisse,orange,orange,pendant,variée
comestible,lisse,non,libre,large,élargissant,soyeuse,blanc,blanc,pendant,dispersée
toxique,lisse,non,libre,étroit,effilé,soyeuse,blanc,blanc,évasé,variée
